binarytrees,lisaac,1,12,8,0,0,-2,%,0
binarytrees,lisaac,1,14,8,0,0,-2,%,0
binarytrees,lisaac,1,16,8,0,0,-2,%,0
fannkuch,lisaac,1,9,8,0,0,-2,%,0
fannkuch,lisaac,1,10,8,0,0,-2,%,0
fannkuch,lisaac,1,11,8,0,0,-2,%,0
fasta,lisaac,1,250000,8,0,0,-2,%,0
fasta,lisaac,1,2500000,8,0,0,-2,%,0
fasta,lisaac,1,25000000,8,0,0,-2,%,0
hello,lisaac,1,1,8,0,0,-2,%,0
hello,lisaac,1,50,8,0,0,-2,%,0
hello,lisaac,1,100,8,0,0,-2,%,0
hello,lisaac,1,150,8,0,0,-2,%,0
hello,lisaac,1,200,8,0,0,-2,%,0
knucleotide,lisaac,1,10000,8,0,0,-2,%,0
knucleotide,lisaac,1,100000,8,0,0,-2,%,0
knucleotide,lisaac,1,1000000,8,0,0,-2,%,0
nbody,lisaac,1,200000,8,0,0,-2,%,0
nbody,lisaac,1,2000000,8,0,0,-2,%,0
nbody,lisaac,1,20000000,8,0,0,-2,%,0
nsieve,lisaac,1,8,8,0,0,-2,%,0
nsieve,lisaac,1,9,8,0,0,-2,%,0
nsieve,lisaac,1,10,8,0,0,-2,%,0
nsievebits,lisaac,1,9,8,0,0,-2,%,0
nsievebits,lisaac,1,10,8,0,0,-2,%,0
nsievebits,lisaac,1,11,8,0,0,-2,%,0
partialsums,lisaac,1,25000,8,0,0,-2,%,0
partialsums,lisaac,1,250000,8,0,0,-2,%,0
partialsums,lisaac,1,2500000,8,0,0,-2,%,0
recursive,lisaac,1,3,8,0,0,-2,%,0
recursive,lisaac,1,7,8,0,0,-2,%,0
recursive,lisaac,1,11,8,0,0,-2,%,0
spectralnorm,lisaac,1,500,8,0,0,-2,%,0
spectralnorm,lisaac,1,3000,8,0,0,-2,%,0
spectralnorm,lisaac,1,5500,8,0,0,-2,%,0
sumcol,lisaac,1,1000,8,0,0,-2,%,0
sumcol,lisaac,1,11000,8,0,0,-2,%,0
sumcol,lisaac,1,21000,8,0,0,-2,%,0
